,id_HDATA,Respondent.Serial.SourceFile,Respondent.Origin,Respondent.Origin.Other,DataCollection.Status,DataCollection.InterviewerID,DataCollection.StartTime,DataCollection.FinishTime,DataCollection.MetadataVersionNumber,DataCollection.MetadataVersionGUID,DataCollection.RoutingContext,DataCollection.Variant,DataCollection.EndQuestion,DataCollection.TerminateSignal,DataCollection.SeedValue,DataCollection.InterviewEngine,DataCollection.CurrentPage,DataCollection.Debug,DataCollection.QuotaID,DataCleaning.Note,DataCleaning.Status,DataCleaning.ReviewStatus,address,age,before,biology,expect,gen_ent,gender,museums,visits,visits12,adults,under16s,under11s,galleries,rating_ent[{dinosaurs}].rating_ent_grid,rating_ent[{whales}].rating_ent_grid,human,species,rating_ent[{mammals}].rating_ent_grid,genbalance,agebalance,_name,oth_mus,plan,prefer,school,signs,similar,sounds,side_main,serial,entrance,education,certificat,location,who_with,grp_type,group_org,resident,distance,interview,time_spent,long_short,remember,interest,found_way,signs_how,desc_leave,when_decid,why_decid,plan_time,plan_none,plan_view,know_way,find_way,desc_enter,visothers,plan_order[{first}].plan_order_grid,plan_order[{second}].plan_order_grid,plan_order[{third}].plan_order_grid,plan_order[{fourth}].plan_order_grid,plan_order[{fifth}].plan_order_grid,order[{sixth}].order_grid,order[{seventh}].order_grid,order[{eighth}].order_grid,order[{ninth}].order_grid,order[{tenth}].order_grid,order[{eleventh}].order_grid,order[{twelfth}].order_grid,order[{thirteenth}].order_grid,order[{fourteenth}].order_grid,order[{fifteenth}].order_grid,order[{sixteenth}].order_grid,rating[{other}].rating_grid,rating_ent[{dinosaurs}].rating_ent_grid,rating_ent[{conservation}].rating_ent_grid,rating_ent[{fish_and_reptiles}].rating_ent_grid,rating_ent[{fossils}].rating_ent_grid,rating_ent[{birds}].rating_ent_grid,rating_ent[{insects}].rating_ent_grid,rating_ent[{whales}].rating_ent_grid,rating_ent[{mammals}].rating_ent_grid,rating_ent[{minerals}].rating_ent_grid,rating_ent[{ecology}].rating_ent_grid,rating_ent[{botany}].rating_ent_grid,rating_ent[{origin_of_species}].rating_ent_grid,rating_ent[{human_biology}].rating_ent_grid,rating_ent[{evolution}].rating_ent_grid,rating_ent[{wildlife_in_danger}].rating_ent_grid,plan_order[{first}].plan_order_grid,plan_order[{second}].plan_order_grid,plan_order[{third}].plan_order_grid,plan_order[{fourth}].plan_order_grid,plan_order[{fifth}].plan_order_grid,rating_ent[{dinosaurs}].rating_ent_grid,rating_ent[{conservation}].rating_ent_grid,rating_ent[{fish_and_reptiles}].rating_ent_grid,rating_ent[{fossils}].rating_ent_grid,rating_ent[{birds}].rating_ent_grid,rating_ent[{insects}].rating_ent_grid,rating_ent[{whales}].rating_ent_grid,rating_ent[{mammals}].rating_ent_grid,rating_ent[{minerals}].rating_ent_grid,rating_ent[{ecology}].rating_ent_grid,rating_ent[{botany}].rating_ent_grid,rating_ent[{origin_of_species}].rating_ent_grid,rating_ent[{human_biology}].rating_ent_grid,rating_ent[{evolution}].rating_ent_grid,rating_ent[{wildlife_in_danger}].rating_ent_grid,@1
179,180,,,,177;,,2002-07-19 12:42:30.999,2002-08-03 12:52:31.000,,,186,,,,,,,,,,,, ,2,2,2,1.0,3,1,1;,,,2.0,0.0,0.0,,,,,,,0.887905657291412,0.917682945728302, ,1,2.0,,7.0,,1, ,Side,180,2,1,,2;,2,2.0,,2,,1,,,,,,,,2.0,9.0,10.0,1.0,,,,10;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;,3;,2;,5;,3;,4;,4;,4;,5;,5;,4;,4;,4;,2;,4;,1.0
180,181,,,,177;,,2002-07-19 12:42:30.999,2002-08-03 14:52:31.000,,,186,,,,,,,,,,,, ,8,1,1,4.0,4,2,1;,3.0,0.0,,,,,,,,,,1.14448666572571,4.703125, ,1,2.0,,,,1, ,Side,181,2,2,4;,2;3;,1,,,2,,1,,,,,,,,3.0,1.0,8.0,1.0,,,,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;,2;,1;,1;,1;,1;,1;,4;,3;,4;,3;,5;,5;,5;,5;,1.0
181,182,,,,177;,,2002-07-19 12:42:30.999,2002-08-03 16:52:31.000,,,186,,,,,,,,,,,,"The Vicarage, Woodsley Road, Truro",7,2,2,1.0,4,2,1;7;,,,2.0,0.0,0.0,,,,,,,1.14448666572571,2.28030300140381,Joanna Miller,1,1.0,,,,2, ,Side,182,2,2,,,2,3.0,,1,8.0,1,,,,,,,,9.0,9.0,4.0,,1;,2.0,4;5;,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;,;,;,;,;,5;,1;,1;,1;,1;,1;,3;,3;,1;,1;,1;,3;,1;,3;,1;,1.0
182,183,,,,177;,,2002-07-19 12:42:30.999,2002-08-03 18:52:31.000,,,186,,,,,,,,,,,, ,4,1,2,3.0,3,1,1;,1.0,0.0,,,,,,,,,,0.887905657291412,0.391927063465118, ,1,2.0,,,,1, ,Side,183,2,2,,2;,1,,,2,,1,,,,,,,,1.0,2.0,4.0,1.0,,,,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5;,1;,5;,1;,1;,1;,5;,4;,1;,2;,1;,4;,3;,2;,4;,1.0
183,184,,,,177;,,2002-07-19 12:42:30.999,2002-08-03 20:52:31.000,,,186,,,,,,,,,,,,"173A Mount Road, Gorton",4,1,2,2.0,1,1,2;,1.0,0.0,2.0,0.0,0.0,,,,,,,0.887905657291412,0.391927063465118,Noel Burrell,1,2.0,,,,2, ,Main,184,1,2,,,2,3.0,,1,2.0,1,,,,,,,,1.0,2.0,4.0,1.0,,,,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;,4;,4;,3;,3;,4;,4;,4;,3;,2;,2;,3;,5;,3;,4;,1.0
184,185,,,,177;,,2002-07-19 12:42:30.999,2002-08-03 22:52:31.000,,,186,,,,,,,,,,,,"7C Blake Street, Newport Pagnell",4,1,2,1.0,1,1,,2.0,1.0,,,,,,,,,,0.887905657291412,0.391927063465118,Jim Perry,2,1.0,,,,1, ,Main,185,1,2,,1;,1,,,1,2.0,1,,,,,,,,1.0,7.0,3.0,,;,2.0,8;,12;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;,;,;,;,;,4;,1;,4;,4;,4;,5;,3;,3;,4;,1;,1;,4;,4;,4;,4;,1.0
185,186,,,,177;,,2002-07-19 12:42:30.999,2002-08-04 00:52:31.000,,,186,,,,,,,,,,,,"374 Linthorpe Road, Plymouth",3,2,2,2.0,1,1,5;,,,2.0,0.0,0.0,,,,,,,0.887905657291412,0.792105317115784,Hugh Hanan,1,2.0,,,,2, ,Main,186,1,2,,,2,3.0,,1,8.0,1,,,,,,,,8.0,2.0,6.0,1.0,,,,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;,3;,1;,1;,1;,3;,4;,5;,3;,3;,1;,5;,4;,4;,5;,1.0
186,187,,,,177;,,2002-07-19 12:42:30.999,2002-08-04 02:52:31.000,,,186,,,,,,,,,,,,"End House, Station Road, Clayton",1,1,2,1.0,1,1,3;,1.0,1.0,5.0,0.0,0.0,,,,,,,0.887905657291412,1.98026311397552,Arnold Young,1,2.0,,7.0,,2, ,Main,187,1,1,,,2,2.0,,1,7.0,1,,,,,,,,8.0,8.0,2.0,1.0,,,,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;,3;,1;,1;,1;,3;,5;,4;,3;,1;,1;,5;,1;,3;,4;,1.0
187,188,,,,177;,,2002-07-19 12:42:30.999,2002-08-04 04:52:31.000,,,186,,,,,,,,,,,, ,5,2,2,7.0,1,1,,,,3.0,0.0,0.0,,,,,,,0.887905657291412,0.826923131942749, ,2,1.0,,,,1, ,Main,188,1,2,,2;4;,2,2.0,,2,,1,,,,,,,,1.0,2.0,10.0,,;,2.0,8;,12;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;,;,;,;,;,4;,5;,3;,3;,4;,4;,4;,3;,4;,3;,1;,4;,2;,5;,4;,1.0
188,189,,,,177;,,2002-07-19 12:42:30.999,2002-08-04 06:52:31.000,,,186,,,,,,,,,,,,"174 Waterloo Road, London SE18",6,1,2,3.0,2,2,1;,3.0,0.0,2.0,0.0,0.0,,,,,,,1.14448666572571,1.36818182468414,Julie Strath,1,2.0,,,,1, ,Main,189,1,2,,1;,2,3.0,,1,1.0,1,,,,,,,,6.0,2.0,4.0,1.0,,,,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;,4;,5;,4;,4;,1;,5;,4;,1;,4;,1;,5;,5;,5;,5;,1.0
189,190,,,,177;,,2002-07-19 12:42:30.999,2002-08-04 08:52:31.000,,,186,,,,,,,,,,,,"Princes Park, Bentley Road, London NW3",4,1,2,1.0,1,1,,2.0,0.0,2.0,0.0,0.0,,,,,,,0.887905657291412,0.391927063465118,Oliver Mantoura,2,1.0,,,,2, ,Main,190,1,2,,,2,3.0,,1,1.0,1,,,,,,,,2.0,3.0,4.0,,7;14;,2.0,5;,12;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14;,7;,;,;,;,4;,3;,3;,1;,1;,4;,5;,1;,3;,3;,1;,5;,4;,5;,2;,1.0
190,191,,,,177;,,2002-07-19 12:42:30.999,2002-08-04 10:52:31.000,,,186,,,,,,,,,,,,3 Grafton Villas Stanks,5,2,1,2.0,2,2,,,,2.0,0.0,0.0,,,,,,,1.14448666572571,0.826923131942749,Frances Morse,2,2.0,,,,2, ,Main,191,1,2,2;,,2,3.0,,1,8.0,1,,,,,,,,11.0,2.0,6.0,1.0,,,,12;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;,1;,3;,1;,5;,5;,5;,5;,1;,3;,4;,5;,4;,5;,5;,1.0
191,192,,,,177;,,2002-07-19 12:42:30.999,2002-08-04 12:52:31.000,,,186,,,,,,,,,,,,"2 Springfield Street, Glasgow",4,2,2,8.0,2,2,,,,2.0,0.0,0.0,,,,,,,1.14448666572571,0.391927063465118,Ruth Forster,2,2.0,,7.0,,2, ,Main,192,1,1,,,2,3.0,,1,8.0,1,,,,,,,,1.0,9.0,2.0,1.0,,,,2;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;,3;,5;,3;,1;,1;,3;,4;,1;,3;,1;,3;,2;,2;,5;,1.0
192,193,,,,177;,,2002-07-19 12:42:30.999,2002-08-04 14:52:31.000,,,186,,,,,,,,,,,,"90 Kings Road, London NW8",4,2,1,3.0,1,1,,,,,,,,,,,,,0.887905657291412,0.391927063465118,Charles Garstang,2,2.0,,,,1, ,Main,193,1,2,5;,3;,1,,,1,1.0,1,,,,,,,,1.0,7.0,2.0,1.0,,,,12;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;,4;,4;,3;,4;,4;,4;,4;,1;,3;,1;,3;,4;,3;,3;,1.0
193,194,,,,177;,,2002-07-19 12:42:30.999,2002-08-04 16:52:31.000,,,186,,,,,,,,,,,, ,4,2,1,3.0,2,2,,,,,,,,,,,,,1.14448666572571,0.391927063465118, ,2,1.0,,,,1, ,Main,194,1,2,5;,3;,1,,,2,,1,,,,,,,,9.0,5.0,4.0,,5;8;14;,2.0,1;4;,12;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8;,5;,14;,;,;,3;,5;,4;,3;,5;,3;,3;,4;,3;,4;,3;,5;,3;,3;,4;,1.0
194,195,,,,177;,,2002-07-19 12:42:30.999,2002-08-04 18:52:31.000,,,186,,,,,,,,,,,, ,1,2,2,1.0,1,1,4;,,,2.0,0.0,0.0,,,,,,,0.887905657291412,1.98026311397552, ,1,2.0,,7.0,,1, ,Main,195,1,1,,2;,2,2.0,,2,,1,,,,,,,,2.0,2.0,3.0,1.0,,,,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5;,4;,3;,4;,2;,4;,4;,2;,2;,4;,2;,4;,4;,4;,4;,1.0
195,196,,,,177;,,2002-07-19 12:42:30.999,2002-08-04 20:52:31.000,,,186,,,,,,,,,,,, ,5,2,2,1.0,4,2,1;,,,2.0,0.0,0.0,,,,,,,1.14448666572571,0.826923131942749, ,1,2.0,,,,1, ,Side,196,2,2,,4;,2,3.0,,2,,1,,,,,,,,11.0,2.0,4.0,1.0,,,,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;,3;,3;,4;,1;,4;,5;,4;,3;,4;,1;,5;,4;,4;,5;,1.0
196,197,,,,177;,,2002-07-19 12:42:30.999,2002-08-04 22:52:31.000,,,186,,,,,,,,,,,, ,3,2,2,1.0,4,2,1;,,,2.0,0.0,0.0,,,,,,,1.14448666572571,0.792105317115784, ,1,1.0,,,,1, ,Side,197,2,2,,4;,2,2.0,,2,,1,,,,,,,,3.0,1.0,12.0,,12;13;,2.0,3;4;,10;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13;,12;,;,;,;,3;,3;,1;,4;,1;,2;,4;,4;,4;,5;,4;,5;,5;,5;,5;,1.0
197,198,,,,177;,,2002-07-19 12:42:30.999,2002-08-05 00:52:31.000,,,186,,,,,,,,,,,,2 New Walk Terrace Fishergate,5,2,2,3.0,4,2,1;7;,,,3.0,2.0,0.0,,,,,,,1.14448666572571,0.826923131942749,Joanna Ellis,1,2.0,,,,1, ,Side,198,2,2,,1;,2,3.0,,1,6.0,1,,,,,,,,1.0,4.0,2.0,1.0,,,,2;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;,4;,1;,1;,4;,4;,3;,3;,5;,4;,3;,5;,4;,5;,5;,1.0
198,199,,,,177;,,2002-07-19 12:42:30.999,2002-08-05 02:52:31.000,,,186,,,,,,,,,,,,"Westbourne Court, Lockwood Ave Poulton-Le-Fylde",5,2,2,7.0,4,2,1;,,,3.0,0.0,1.0,,,,,,,1.14448666572571,0.826923131942749,Alberta McMaster,1,1.0,,,,1, ,Side,199,2,2,,1;,2,3.0,,1,6.0,1,,,,,,,,11.0,6.0,10.0,,1;,2.0,5;,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;,;,;,;,;,4;,1;,1;,1;,1;,1;,4;,4;,1;,4;,1;,5;,4;,5;,1;,1.0
199,200,,,,177;,,2002-07-19 12:42:30.999,2002-08-05 04:52:31.000,,,186,,,,,,,,,,,,"147 Hale Road, London SW11",3,1,2,1.0,3,1,1;,1.0,0.0,4.0,0.0,2.0,,,,,,,0.887905657291412,0.792105317115784,Roland Cumberbatch,1,2.0,,,,2, ,Side,200,2,2,,,2,3.0,,1,1.0,1,,,,,,,,1.0,6.0,12.0,1.0,,,,2;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;,2;,3;,1;,3;,3;,5;,5;,2;,2;,1;,5;,4;,4;,4;,1.0
200,201,,,,177;,,2002-07-19 12:42:30.999,2002-08-05 06:52:31.000,,,186,,,,,,,,,,,,"21 Wellington Road, Bollington, London SW8",3,1,2,1.0,3,1,1;,50.0,10.0,,,,,,,,,,0.887905657291412,0.792105317115784,Adrian Rogers,1,2.0,,7.0,,2, ,Side,201,2,1,,,1,,,1,1.0,1,,,,,,,,1.0,8.0,4.0,1.0,,,,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;,3;,3;,4;,2;,2;,4;,4;,3;,4;,3;,4;,3;,4;,4;,1.0
201,202,,,,177;,,2002-07-19 12:42:30.999,2002-08-05 08:52:31.000,,,186,,,,,,,,,,,, ,5,2,2,7.0,3,1,1;,,,,,,,,,,,,0.887905657291412,0.826923131942749, ,1,2.0,,,,1, ,Side,202,2,2,,4;,1,,,2,,1,,,,,,,,5.0,1.0,4.0,1.0,,,,2;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;,3;,1;,2;,2;,2;,2;,4;,4;,3;,1;,5;,4;,5;,4;,1.0
202,203,,,,177;,,2002-07-19 12:42:30.999,2002-08-05 10:52:31.000,,,186,,,,,,,,,,,, ,3,2,2,2.0,4,2,1;7;,,,2.0,0.0,0.0,,,,,,,1.14448666572571,0.792105317115784, ,1,2.0,,,,1, ,Side,203,2,2,,3;,2,2.0,,2,,1,,,,,,,,2.0,2.0,4.0,1.0,,,,2;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;,3;,4;,3;,3;,3;,4;,5;,3;,3;,3;,4;,4;,5;,5;,1.0
203,204,,,,177;,,2002-07-19 12:42:30.999,2002-08-05 12:52:31.000,,,186,,,,,,,,,,,,"Romiley Garden Centre, Guywood Lane, Romiley",1,2,2,1.0,3,1,1;,,,3.0,3.0,0.0,,,,,,,0.887905657291412,1.98026311397552,Nicholas Haskins,1,2.0,,7.0,,2, ,Side,204,2,1,,,2,2.0,,1,7.0,1,,,,,,,,4.0,2.0,5.0,1.0,,,,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3;,5;,4;,2;,5;,2;,2;,5;,2;,2;,3;,4;,4;,3;,5;,1.0
204,205,,,,177;,,2002-07-19 12:42:30.999,2002-08-05 14:52:31.000,,,186,,,,,,,,,,,,"5 High Street, Manchester",6,2,2,1.0,3,1,1;2;,,,2.0,0.0,0.0,,,,,,,0.887905657291412,1.36818182468414,Edward Price,1,2.0,,,,2, ,Side,205,2,2,,,2,3.0,,1,8.0,1,,,,,,,,5.0,4.0,6.0,1.0,,,,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3;,3;,3;,3;,3;,3;,4;,4;,4;,3;,3;,3;,3;,3;,4;,1.0
205,206,,,,177;,,2002-07-19 12:42:30.999,2002-08-05 16:52:31.000,,,186,,,,,,,,,,,,"277 Halliwell Road, London EC2",4,1,2,3.0,3,1,1;,30.0,1.0,2.0,0.0,1.0,,,,,,,0.887905657291412,0.391927063465118,John Crane,1,2.0,,,,2, ,Side,206,2,2,,,2,3.0,,1,1.0,1,,,,,,,,2.0,6.0,6.0,1.0,,,,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5;,4;,5;,5;,5;,5;,5;,5;,5;,3;,3;,2;,2;,5;,5;,1.0
206,207,,,,177;,,2002-07-19 12:42:30.999,2002-08-05 18:52:31.000,,,186,,,,,,,,,,,,"85 Kingsway, Waterloo, Southend",4,2,1,2.0,4,2,1;,,,4.0,2.0,0.0,,,,,,,1.14448666572571,0.391927063465118,Petra Atkinson,1,1.0,,,,1, ,Side,207,2,2,2;,1;,2,3.0,,1,5.0,1,,,,,,,,8.0,6.0,5.0,,1;7;,2.0,3;4;,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;,7;,;,;,;,5;,4;,3;,3;,3;,4;,5;,4;,3;,3;,3;,4;,4;,4;,4;,1.0
207,208,,,,177;,,2002-07-19 12:42:30.999,2002-08-05 20:52:31.000,,,186,,,,,,,,,,,,"49 East Parade, Heworth",5,1,2,6.0,1,1,1;,6.0,0.0,3.0,0.0,1.0,,,,,,,0.887905657291412,0.826923131942749,Anthony Hughes,1,1.0,,,,2, ,Main,208,1,2,,,2,3.0,,1,2.0,1,,,,,,,,1.0,3.0,12.0,,1;7;,2.0,4;,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;,7;,;,;,;,5;,2;,4;,4;,3;,3;,5;,4;,3;,2;,2;,1;,4;,4;,4;,1.0
208,209,,,,177;,,2002-07-19 12:42:30.999,2002-08-05 22:52:31.000,,,186,,,,,,,,,,,,"12 Cleveleys Avenue, Cleveleys, London NW3",6,1,2,3.0,2,2,1;2;,12.0,1.0,2.0,0.0,0.0,,,,,,,1.14448666572571,1.36818182468414,Davina Penwarden,1,1.0,,,,2, ,Main,209,1,2,,,2,3.0,,1,1.0,1,,,,,,,,1.0,3.0,3.0,,2;,1.0,,10;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2;,;,;,;,;,3;,5;,4;,4;,5;,1;,4;,4;,4;,3;,4;,5;,4;,3;,4;,1.0
209,210,,,,177;,,2002-07-19 12:42:30.999,2002-08-06 00:52:31.000,,,186,,,,,,,,,,,,"180 Wigan Road, Ashton in Makerfield, Durham",1,1,2,1.0,2,2,1;2;,1.0,0.0,4.0,2.0,0.0,,,,,,,1.14448666572571,1.98026311397552,Christina Jarvis,1,2.0,,7.0,,2, ,Main,210,1,1,,,2,3.0,,1,8.0,1,,,,,,,,1.0,8.0,4.0,1.0,,,,10;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;,4;,2;,1;,4;,4;,5;,5;,4;,2;,1;,2;,4;,2;,4;,1.0
210,211,,,,177;,,2002-07-19 12:42:30.999,2002-08-06 02:52:31.000,,,186,,,,,,,,,,,,"117 Whalley Road, London SE10",3,1,2,7.0,1,1,,6.0,1.0,4.0,0.0,0.0,,,,,,,0.887905657291412,0.792105317115784,Patrick Forbes,2,1.0,,,,2, ,Main,211,1,2,,,2,2.0,,1,1.0,1,,,,,,,,2.0,8.0,4.0,,3;,1.0,,12;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3;,;,;,;,;,4;,1;,5;,1;,3;,4;,4;,5;,1;,1;,1;,4;,1;,4;,2;,1.0
211,212,,,,177;,,2002-07-19 12:42:30.999,2002-08-06 04:52:31.000,,,186,,,,,,,,,,,, ,2,2,2,1.0,2,2,1;3;,,,2.0,0.0,0.0,,,,,,,1.14448666572571,0.917682945728302, ,1,2.0,,7.0,,1, ,Main,212,1,1,,2;,2,2.0,,2,,1,,,,,,,,2.0,1.0,12.0,1.0,,,,2;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;,4;,4;,5;,4;,4;,2;,3;,5;,4;,4;,4;,4;,4;,4;,1.0
212,213,,,,177;,,2002-07-19 12:42:30.999,2002-08-06 06:52:31.000,,,186,,,,,,,,,,,,"8 Towngate Wyke, London W2",5,1,1,6.0,2,2,,4.0,0.0,4.0,0.0,2.0,,,,,,,1.14448666572571,0.826923131942749,Sandy Malpas,2,1.0,,,,2, ,Main,213,1,2,2;,,2,3.0,,1,1.0,1,,,,,,,,2.0,6.0,12.0,,1;,2.0,2;,12;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;,;,;,;,;,5;,2;,3;,4;,1;,1;,4;,1;,1;,1;,1;,4;,1;,4;,1;,1.0
213,214,,,,177;,,2002-07-19 12:42:30.999,2002-08-06 08:52:31.000,,,186,,,,,,,,,,,,"14 Victoria Road, London SW2",4,1,1,3.0,2,2,,2.0,0.0,3.0,0.0,1.0,,,,,,,1.14448666572571,0.391927063465118,Sue Adams,2,2.0,,,,2, ,Main,214,1,2,1;,,2,3.0,,1,1.0,1,,,,,,,,1.0,2.0,4.0,1.0,,,,12;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;,2;,4;,3;,1;,4;,4;,4;,1;,2;,3;,4;,4;,4;,3;,1.0
214,215,,,,177;,,2002-07-19 12:42:30.999,2002-08-06 10:52:31.000,,,186,,,,,,,,,,,,"Chirton Hse, Ravensworth Road, Liverpool",4,2,2,8.0,2,2,2;,,,2.0,0.0,0.0,,,,,,,1.14448666572571,0.391927063465118,Petra Crook,1,2.0,,,,2, ,Main,215,1,2,,,2,3.0,,1,8.0,1,,,,,,,,1.0,2.0,4.0,1.0,,,,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;,3;,1;,3;,4;,4;,4;,4;,3;,2;,3;,3;,4;,3;,3;,1.0
215,216,,,,177;,,2002-07-19 12:42:30.999,2002-08-06 12:52:31.000,,,186,,,,,,,,,,,, ,3,1,2,1.0,2,2,1;,1.0,0.0,2.0,0.0,0.0,,,,,,,1.14448666572571,0.792105317115784, ,1,1.0,,,,2, ,Main,216,1,2,,,2,2.0,,2,,1,,,,,,,,2.0,4.0,10.0,,1;,2.0,1;3;,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;,;,;,;,;,4;,3;,4;,4;,3;,3;,3;,2;,4;,1;,1;,4;,2;,3;,4;,1.0
216,217,,,,177;,,2002-07-19 12:42:30.999,2002-08-06 14:52:31.000,,,186,,,,,,,,,,,,"190 Tang Hall Lane, Fusehill",2,1,2,3.0,1,1,2;,3.0,1.0,2.0,0.0,0.0,,,,,,,0.887905657291412,0.917682945728302,Robert Jones,1,2.0,,,,1, ,Main,217,1,2,,1;4;,2,2.0,,1,2.0,1,,,,,,,,1.0,8.0,6.0,1.0,,,,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;,5;,4;,3;,2;,3;,5;,4;,5;,4;,3;,4;,3;,4;,5;,1.0
217,218,,,,177;,,2002-07-19 12:42:30.999,2002-08-06 16:52:31.000,,,186,,,,,,,,,,,,"42 St George's Avenue, Westhoughton",3,2,1,3.0,2,2,3;,,,2.0,0.0,0.0,,,,,,,1.14448666572571,0.792105317115784,Paula Wright,1,2.0,,,,1, ,Main,218,1,2,1;,3;,2,3.0,,1,4.0,1,,,,,,,,1.0,2.0,6.0,1.0,,,,2;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3;,4;,1;,1;,1;,3;,5;,5;,1;,2;,4;,3;,5;,5;,5;,1.0
218,219,,,,177;,,2002-07-19 12:42:30.999,2002-08-06 18:52:31.000,,,186,,,,,,,,,,,,"85 Derby Lane, Old Swann, Bristol",3,1,2,4.0,1,1,1;7;,1.0,0.0,2.0,0.0,0.0,,,,,,,0.887905657291412,0.792105317115784,Charles Baggley,1,1.0,,,,2, ,Main,219,1,2,,,2,3.0,,1,7.0,1,,,,,,,,1.0,8.0,4.0,,1;,2.0,3;,12;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;,;,;,;,;,4;,2;,3;,1;,3;,1;,4;,4;,4;,2;,1;,3;,1;,3;,3;,1.0
219,220,,,,177;,,2002-07-19 12:42:30.999,2002-08-06 20:52:31.000,,,186,,,,,,,,,,,,"560A Padgate Lane, Padgate",4,2,1,1.0,2,2,1;,,,2.0,0.0,0.0,,,,,,,1.14448666572571,0.391927063465118,Wanda Forrester,1,1.0,,,,1, ,Main,220,1,2,2;,4;,2,3.0,,1,6.0,1,,,,,,,,5.0,1.0,6.0,,1;4;,2.0,4;,2;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;,4;,;,;,;,5;,4;,4;,5;,3;,3;,5;,5;,3;,2;,1;,5;,5;,5;,4;,1.0
220,221,,,,177;,,2002-07-19 12:42:30.999,2002-08-06 22:52:31.000,,,186,,,,,,,,,,,,"73 Woodley Crescent, London W15",4,1,1,3.0,2,2,,2.0,1.0,4.0,2.0,2.0,,,,,,,1.14448666572571,0.391927063465118,Bridget Marshas,2,1.0,,,,1, ,Main,221,1,2,2;,1;,2,4.0,,1,1.0,1,,,,,,,,5.0,6.0,4.0,,1;3;6;8;,1.0,,12;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8;,1;,3;,6;,;,5;,4;,4;,4;,4;,4;,5;,5;,3;,3;,3;,5;,5;,5;,5;,1.0
